Rec,Inf,Name,Position,Club,On Loan From,Based,Asking Price,Wage,Expires,Nat,2nd Nat,Home-Grown Status,Height,Weight,Preferred Foot,Age,Personality,Media Handling,Transfer Value,Apps,Mins,Gls,Ast,Clean sheets,xG - Goals,npxG,npxG - npG,npxG per 90,npxG per Shot (min. 10 shots),Offsides per npxG (min. 1 npxG),Assist per Key Pass (min. 5 KP),Net Fouls,Yellow Cards per Tackle,Tackles Won per 90,Defensive Actions per 90,Apps,Starts,Mins,Mins/Gm,Av Rat,Gls,Gls/90,Shots,ShT,Shot %,Shot/90,ShT/90,Pens,Pens S,Pen/R,Off,xG,CCC,Ch C/90,Ast,Asts/90,K Pas,K Ps/90,Pas A,Ps A/90,Ps C,Ps C/90,Pas %,Cr A,Cr C,Cr C/A,Drb,Drb/90,FA,Distance,Hdrs A,Aer A/90,Hdrs,Hdrs W/90,Hdr %,K Tck,Tck W,Tck,Tck R,Fls,Yel,Red,Itc,Int/90,Clear,Conc,Con/90,Clean sheets,xSv %,Svh,Svt,Svp,Sv %,Pens Faced,Pens Saved,Pens Saved Ratio,PoM,Substitute Appearances,Minutes per Game,Tackles Attempted,Distance per 90
- - -,,Zouhair Feddal,D (C),Brighton,,England (Premier Division),-,"£30,500 p/w",30/6/2024,MAR,ESP,-,"6'4""",82 kg,Left Only,33,Balanced,Scouting Required,£190K - £1.9M,2,180,0,0,-,,,,,,,,0,,,,2,2,180,90,6.7,0,-,0,-,-,-,-,0,0,-,0,0,0,-,0,-,0,-,126,63,121,60.5,96%,0,0,0%,0,-,2,21.9km,24,12,20,10,83%,0,-,-,-,2,2,0,4,2,12,-,-,-,-,-,-,-,-,0,0,-,0,,90,,10.95
- - -,,José Campaña,"DM, M/AM (C)",Levante,,Spain (First Division),-,"£44,000 p/w",30/6/2025,ESP,,-,"5'10""",72 kg,Right,30,Fairly Professional,Scouting Required,£28M - £36M,12,"1,038",1,0,-,0.29,1.29,0.29,0.112,0.076,1.55,0,0,0,1.561,6.31,12,12,"1,038",86.5,7.01,1,0.09,17,5,29%,1.47,0.43,0,0,-,2,1.29,1,0.09,0,-,18,1.56,765,66.33,645,55.92,84%,21,4,19%,6,0.52,10,139.5km,47,4.08,26,2.25,55%,1,18,1.56,82%,10,0,0,9,0.78,16,-,-,-,-,-,-,-,-,22,0,-,0,,86.5,22,12.095
- - -,,Jaume Domènech,GK,AS Saint-Etienne,,France (Ligue 1 Uber Eats),-,"£20,500 p/w",30/6/2026,ESP,,-,"6'1""",73 kg,Right Only,33,Perfectionist,Scouting Required,Not for Sale,10,812,0,0,3,,,,,,,,-3,,0,,10,10,812,81.2,6.89,0,-,0,-,-,-,-,0,0,-,0,0,0,-,0,-,2,0.22,356,39.46,158,17.51,44%,-,-,-,0,-,3,59.1km,-,-,-,-,-,0,0,0,0%,0,0,0,1,0.11,-,13,1.44,3,-4280%,11,6,16,-2%,1,0,-,1,,81.2,,6.55
- - -,,Saúl,"D (C), WB (L), DM, M (RLC)",A. Madrid,,Spain (First Division),-,"£205,000 p/w",30/6/2027,ESP,,-,"6'0""",76 kg,Left,28,Resolute,Scouting Required,£70M - £104M,14,"1,143",2,5,-,0.02,2.02,0.02,0.159,0.112,1.49,0.294,0,0.091,1.575,10.35,14,14,"1,143",169.36,7.29,2,0.16,18,4,22%,1.42,0.31,0,0,-,3,2.02,5,1.21,5,0.39,17,1.34,812,63.94,725,57.09,89%,48,12,25%,17,1.34,19,165.4km,88,6.93,63,4.96,72%,1,20,1.57,91%,19,2,0,26,2.05,26,-,-,-,-,-,-,-,-,22,0,-,3,,81.64,22,13.024
- - -,Wnt,Juan Bernat,D/WB/M/AM (L),Paris SG,,France (Ligue 1 Uber Eats),-,"£140,000 p/w",30/6/2025,ESP,,-,"5'10""",67 kg,Left,30,Fairly Determined,Scouting Required,£12.5M - £18.5M,1,90,0,0,-,0.08,0.08,0.08,0.08,,,,-1,0,5,11.4,1,1,90,90,7.6,0,-,1,1,100%,1,1,0,0,-,0,0.08,0,-,0,-,3,3,60,60,54,54,90%,5,2,40%,0,-,1,11.6km,8,8,3,3,38%,0,5,5,100%,0,0,0,1,1,3,-,-,-,-,-,-,-,-,5,0,-,0,,90,5,11.6
- - -,,Íñigo Martínez,D (C),A. Bilbao,,Spain (First Division),-,"£145,000 p/w",30/6/2025,ESP,BAS,-,"6'0""",77 kg,Left,32,Fairly Determined,Scouting Required,Not for Sale,12,992,0,0,-,0.14,0.14,0.14,0.013,,,,3,0.5,0.544,21.07,12,12,992,82.67,7.04,0,-,2,0,0%,0.18,0,0,0,-,0,0.14,0,-,0,-,4,0.36,812,73.67,769,69.77,95%,0,0,0%,4,0.36,5,118.5km,148,13.43,109,9.89,74%,2,6,0.54,100%,8,3,0,38,3.45,83,-,-,-,-,-,-,-,-,6,0,-,0,,82.67,6,10.751
- - -,,Dani García,"DM, M (C)",A. Bilbao,,Spain (First Division),-,"£23,000 p/w",30/6/2025,ESP,BAS,-,"5'11""",81 kg,Right,33,Fairly Professional,Scouting Required,£13.5M - £16.5M,2 (3),250,0,0,-,0.12,0.12,0.12,0.04,,,,3,0.2,1.667,6.05,2 (3),2,250,50,6.78,0,-,1,0,0%,0.36,0,0,0,-,0,0.12,0,-,0,-,1,0.36,207,74.52,192,69.12,93%,3,0,0%,3,1.08,2,33.4km,9,3.24,6,2.16,67%,0,5,1.8,100%,5,1,0,3,1.08,4,-,-,-,-,-,-,-,-,5,0,-,0,3,50,5,12.024
- - -,,Juanmi,"M/AM (L), ST (C)",Real Hispalis,,Spain (First Division),-,"£37,000 p/w",30/6/2025,ESP,,-,"5'8""",63 kg,Right,30,Fairly Determined,Scouting Required,£9.2M - £14M,8 (3),662,2,2,-,1.39,3.39,1.39,0.461,0.178,2.06,0.143,0,0,1.625,8.43,8 (3),8,662,122,7.14,2,0.27,19,9,47%,2.58,1.22,0,0,-,7,3.39,0,-,2,0.27,14,1.9,299,40.65,249,33.85,83%,17,3,17%,18,2.45,13,95.2km,50,6.8,25,3.4,50%,1,13,1.77,68%,13,0,0,10,1.36,10,-,-,-,-,-,-,-,-,19,0,-,0,3,60.18,19,12.943
- - -,,Gerard Deulofeu,"AM (RL), ST (C)",Udinese,,Italy (Serie A),-,"£54,000 p/w",30/6/2026,ESP,,-,"5'10""",73 kg,Right,29,Ambitious,Scouting Required,£5.4M - £6.8M,7,539,2,1,-,-0.37,1.63,-0.37,0.272,0.116,3.68,0.071,1,0,1,3.08,7,7,539,77,6.8,2,0.33,14,6,43%,2.34,1,0,0,-,6,1.63,1,0.17,1,0.17,14,2.34,171,28.55,135,22.54,79%,42,9,21%,8,1.34,7,70.5km,61,10.19,8,1.34,13%,0,6,1,86%,8,0,0,4,0.67,2,-,-,-,-,-,-,-,-,7,0,-,1,,77,7,11.772
- - -,,Kevin,D/WB (R),Vigo,,Spain (First Division),-,"£9,750 p/w",30/6/2026,ESP,,-,"5'8""",72 kg,Right,30,Balanced,Scouting Required,£220K - £2.2M,0 (2),95,1,0,-,-0.93,0.07,-0.93,0.035,,,,1,0,0.5,7.96,0 (2),-,95,47.5,7.2,1,0.95,1,1,100%,0.95,0.95,0,0,-,0,0.07,0,-,0,-,1,0.95,61,57.79,52,49.26,85%,3,2,66%,2,1.89,1,10.7km,5,4.74,3,2.84,60%,0,1,0.95,20%,2,0,0,1,0.95,4,-,-,-,-,-,-,-,-,5,0,-,0,2,,5,10.137
- - -,,Denis Suárez,"M/AM (LC), ST (C)",Vigo,,Spain (First Division),-,"£95,000 p/w",30/6/2025,ESP,,-,"5'10""",66 kg,Right,29,Balanced,Scouting Required,£17M - £22M,12,799,0,2,-,0.97,0.97,0.97,0.109,,,0.1,-1,0,1.333,5.2,12,12,799,66.58,7.02,0,-,4,2,50%,0.45,0.23,0,0,-,4,0.97,3,0.34,2,0.23,20,2.25,491,55.31,413,46.52,84%,17,5,29%,6,0.68,10,104.1km,57,6.42,24,2.7,42%,0,12,1.35,100%,9,0,0,6,0.68,9,-,-,-,-,-,-,-,-,12,0,-,0,,66.58,12,11.726
- - -,,Portu,"D (R), M/AM (RC)",Real San Sebastián,,Spain (First Division),-,"£39,500 p/w",30/6/2025,ESP,,-,"5'10""",70 kg,Right,31,Resolute,Scouting Required,£12.5M - £15M,6 (5),523,0,1,-,1.17,1.17,1.17,0.201,,0,0.143,-2,0.1,1.333,6.54,6 (5),6,523,47.55,6.69,0,-,4,2,50%,0.69,0.34,0,0,-,0,1.17,0,-,1,0.17,7,1.2,389,66.94,343,59.02,88%,11,2,18%,4,0.69,9,73.1km,24,4.13,15,2.58,63%,0,8,1.38,80%,7,1,0,5,0.86,13,-,-,-,-,-,-,-,-,10,0,-,0,5,47.55,10,12.579
- - -,Wnt,Paco Alcácer,ST (C),West Ham,,England (Premier Division),-,"£28,500 p/w",30/6/2025,ESP,,-,"5'9""",72 kg,Right,30,Professional,Scouting Required,£4.8M - £7.4M,0 (3),70,1,0,-,-0.98,0.02,-0.98,0.02,,,,-4,,0,,0 (3),-,70,40,6.97,1,-,1,1,100%,-,-,0,0,-,0,0.02,0,-,0,-,1,-,32,-,27,-,84%,1,0,0%,0,-,4,8.5km,9,-,5,-,56%,0,0,0,0%,0,0,0,0,-,1,-,-,-,-,-,-,-,-,1,0,-,0,3,,,10.929
- - -,,Roger Martí,"AM (RC), ST (C)",Levante,,Spain (First Division),-,"£25,000 p/w",30/6/2025,ESP,,-,"5'10""",73 kg,Right,32,Fairly Professional,Scouting Required,£950K - £2.1M,11,809,2,0,-,1.27,2.51,1.51,0.279,0.126,2.39,0,-4,0.25,0.444,5.63,11,11,809,73.55,6.55,2,0.22,20,6,30%,2.22,0.67,1,1,100%,6,3.27,1,0.11,0,-,8,0.89,328,36.49,280,31.15,85%,6,2,33%,6,0.67,13,111.9km,116,12.9,42,4.67,36%,0,4,0.44,50%,9,2,0,6,0.67,7,-,-,-,-,-,-,-,-,8,1,50%,0,,73.55,8,12.449
- - -,Ask,Gerard Moreno,"AM (R), ST (C)",Villarreal,,Spain (First Division),-,"£59,000 p/w",30/6/2027,ESP,,-,"5'11""",76 kg,Left,31,Resolute,Scouting Required,£43M - £54M,13,"1,070",8,1,-,-0.47,6.01,-0.99,0.506,0.102,1.5,0.091,-8,0,0.505,7.33,13,13,"1,070",166,7.35,8,0.67,59,28,47%,4.96,2.36,2,1,50%,9,7.53,2,0.2,1,0.08,11,0.93,494,41.55,434,36.5,88%,7,2,28%,13,1.09,23,139.2km,157,13.21,79,6.64,50%,0,6,0.5,75%,15,0,0,11,0.93,7,-,-,-,-,-,-,-,-,8,1,75%,1,,82.31,8,11.708
- - -,,Adrián Ortolà,GK,Girona,,Spain (First Division),-,"£6,250 p/w",30/6/2026,ESP,,-,"6'2""",75 kg,Left,30,Balanced,Scouting Required,£170K - £1.7M,10,900,0,0,2,,,,,,,,-4,,,,10,10,900,90,6.54,0,-,0,-,-,-,-,0,0,-,0,0,0,-,0,-,1,0.1,356,35.6,150,15,42%,-,-,-,0,-,4,54.9km,-,-,-,-,-,0,-,-,-,0,0,0,0,-,-,17,1.7,2,-9687%,6,5,18,-2%,0,0,-,1,,90,,5.49
- - -,,Pablo Hervías,M/AM (RL),Valladolid,,Spain (First Division),-,"£11,750 p/w",30/6/2024,ESP,BAS,-,"5'9""",68 kg,Right,30,Balanced,Scouting Required,£140K - £1.4M,2 (5),232,0,1,-,0.29,0.29,0.29,0.097,,,0.143,0,0,1,7.06,2 (5),2,232,33.14,6.68,0,-,5,1,20%,1.94,0.39,0,0,-,2,0.29,1,0.39,1,0.39,7,2.72,106,41.12,92,35.69,87%,16,5,31%,3,1.16,6,37.7km,13,5.04,9,3.49,69%,0,3,1.16,75%,6,0,0,2,0.78,6,-,-,-,-,-,-,-,-,4,0,-,0,5,33.14,4,14.625
- - -,,Jesé,"AM (RL), ST (C)",Las Palmas,,Spain (First Division),-,"£16,750 p/w",30/6/2026,ESP,,-,"5'10""",72 kg,Right,30,Balanced,Scouting Required,£4M - £7.8M,11,863,3,1,-,-2.03,0.97,-2.03,0.101,0.069,,0.067,-17,0.125,0.7,5.55,11,11,863,78.45,6.79,3,0.31,14,6,43%,1.46,0.63,0,0,-,3,0.97,0,-,1,0.1,15,1.56,370,38.59,341,35.56,92%,9,0,0%,13,1.36,26,120.0km,78,8.13,24,2.5,31%,0,7,0.73,88%,9,1,0,10,1.04,17,-,-,-,-,-,-,-,-,8,0,-,0,,78.45,8,12.514
- - -,,Sergi Darder,"DM, M (C)",Espanyol,,Spain (First Division),-,"£31,000 p/w",30/6/2025,ESP,,-,"5'11""",72 kg,Right,29,Spirited,Scouting Required,£18.5M - £29M,12,"1,048",2,2,-,-1.14,0.86,-1.14,0.074,0.078,,0.118,11,0.048,1.546,7.07,12,12,"1,048",87.33,6.84,2,0.17,11,5,45%,0.94,0.43,0,0,-,2,0.86,1,0.09,2,0.17,17,1.46,836,71.79,728,62.52,87%,7,3,42%,2,0.17,6,149.2km,39,3.35,28,2.4,72%,0,18,1.55,86%,17,1,0,15,1.29,27,-,-,-,-,-,-,-,-,21,0,-,0,,87.33,21,12.813
- - -,,David Juncà,D/WB/M/AM (L),Girona,,Spain (First Division),-,"£13,000 p/w",30/6/2025,ESP,,-,"5'9""",66 kg,Left,29,Balanced,Scouting Required,£230K - £2.3M,0 (2),11,0,0,-,,,,,,,,0,,,,0 (2),-,11,5.5,-,0,-,0,-,-,-,-,0,0,-,0,0,0,-,0,-,0,-,5,-,4,-,80%,2,0,0%,0,-,0,2.9km,2,-,0,-,0%,0,-,-,-,0,0,0,1,-,0,-,-,-,-,-,-,-,-,0,0,-,0,2,,,23.727
- - -,,Joseba Zaldua,D/WB (R),OM,,France (Ligue 1 Uber Eats),-,"£9,750 p/w",30/6/2025,ESP,BAS,-,"5'9""",71 kg,Right,31,Fairly Sporting,Scouting Required,£700K - £7M,0 (3),37,0,0,-,,,,,,,,-1,,,,0 (3),-,37,12.33,6.4,0,-,0,-,-,-,-,0,0,-,0,0,0,-,0,-,0,-,15,-,15,-,100%,5,0,0%,0,-,2,3.6km,2,-,2,-,100%,0,-,-,-,1,1,0,1,-,1,-,-,-,-,-,-,-,-,0,0,-,0,3,,,8.757
- - -,,Luis Alberto,"DM, M/AM (C)",Lazio,,Italy (Serie A),-,"£76,000 p/w",30/6/2025,ESP,,-,"6'0""",73 kg,Right,31,Fairly Determined,Scouting Required,Not for Sale,9,734,0,2,-,0.53,0.53,0.53,0.065,0.053,,0.05,4,0,0.667,3.51,9,9,734,81.56,7.27,0,-,10,4,40%,1.23,0.49,0,0,-,1,0.53,9,1.1,2,0.25,40,4.9,819,100.42,698,85.59,85%,114,30,26%,1,0.12,0,112.1km,14,1.72,7,0.86,50%,1,6,0.74,75%,4,0,0,5,0.61,3,-,-,-,-,-,-,-,-,8,0,-,0,,81.56,8,13.745
- - -,Wnt,Álvaro Vadillo,M/AM (RL),Espanyol,,Spain (First Division),-,"£17,250 p/w",30/6/2026,ESP,,-,"5'11""",69 kg,Right,29,Fairly Ambitious,Scouting Required,£350K - £3.6M,2,180,1,0,-,-0.79,0.21,-0.79,0.105,,,,-1,0,0.5,7.9,2,2,180,90,7.25,1,0.5,4,1,25%,2,0.5,0,0,-,1,0.21,0,-,0,-,3,1.5,84,42,68,34,81%,12,2,16%,5,2.5,2,26.8km,9,4.5,6,3,67%,0,1,0.5,100%,1,0,0,5,2.5,5,-,-,-,-,-,-,-,-,1,0,-,0,,90,1,13.4
- - -,,Borja López,D (LC),S. Gijón,,Spain (First Division),-,"£8,250 p/w",30/6/2025,ESP,,-,"6'3""",83 kg,Left,29,Balanced,Scouting Required,£220K - £2.2M,1 (2),109,0,1,-,0.02,0.02,0.02,0.01,,,,2,,0,20.97,1 (2),1,109,36.33,7.05,0,-,1,1,100%,0.83,0.83,0,0,-,0,0.02,0,-,1,0.83,1,0.83,63,52.02,62,51.19,98%,0,0,0%,0,-,0,12.9km,19,15.69,18,14.86,95%,0,0,0,0%,2,0,0,2,1.65,9,-,-,-,-,-,-,-,-,2,0,-,0,2,36.33,,10.651
- - -,Wnt,Javi Manquillo,"D (RL), WB (R)",Newcastle,,England (Premier Division),£1.3M,"£40,000 p/w",30/6/2024,ESP,,-,"5'10""",76 kg,Right Only,29,Resolute,Scouting Required,£1.3M,3,270,0,0,-,,,,,,,,-2,0,3,13.34,3,3,270,180,6.97,0,-,0,-,-,-,-,0,0,-,2,0,0,-,0,-,3,1,163,54.33,141,47,87%,23,7,30%,3,1,5,42.1km,25,8.33,20,6.67,80%,0,9,3,90%,3,0,0,3,1,12,-,-,-,-,-,-,-,-,10,0,-,0,,90,10,14.033
- - -,Inj,Moi Gómez,"M (C), AM (LC)",OL,,France (Ligue 1 Uber Eats),-,"£43,500 p/w",30/6/2026,ESP,,-,"5'9""",73 kg,Right,29,Fairly Loyal,Scouting Required,£16M - £24M,9 (1),629,2,1,-,-0.31,1.69,-0.31,0.242,0.141,0.59,0.083,-14,0,1.429,6.84,9 (1),9,629,141.62,6.98,2,0.29,12,6,50%,1.72,0.86,0,0,-,1,1.69,1,0.54,1,0.14,12,1.72,331,47.36,286,40.92,86%,18,5,27%,11,1.57,17,86.8km,49,7.01,21,3,43%,0,10,1.43,100%,3,0,0,10,1.43,11,-,-,-,-,-,-,-,-,10,0,-,0,1,62.9,10,12.42
- - -,,Manu Trigueros,M (C),Villarreal,,Spain (First Division),-,"£32,000 p/w",30/6/2025,ESP,,-,"5'10""",75 kg,Right,32,Spirited,Scouting Required,£3.1M - £6.2M,7 (6),766,1,0,-,0.09,1.09,0.09,0.128,,0,0,1,0,1.222,4.86,7 (6),7,766,106.47,6.84,1,0.12,9,6,67%,1.06,0.7,0,0,-,0,1.09,1,0.14,0,-,15,1.76,662,77.78,581,68.26,88%,9,2,22%,2,0.23,6,104.3km,27,3.17,18,2.11,67%,0,11,1.29,73%,7,0,0,5,0.59,11,-,-,-,-,-,-,-,-,15,0,-,0,6,58.92,15,12.255
- - -,,Juanpi,"AM (RC), ST (C)",RC Lens,,France (Ligue 1 Uber Eats),-,"£12,750 p/w",30/6/2025,VEN,ESP,-,"5'9""",67 kg,Left,29,Fairly Loyal,Scouting Required,£2.5M - £5.2M,4,156,0,0,-,0.19,0.19,0.19,0.095,,,,-4,0,1,7.85,4,4,156,39,7,0,-,3,1,33%,1.73,0.58,0,0,-,0,0.19,0,-,0,-,3,1.73,73,42.12,61,35.19,84%,8,3,37%,3,1.73,6,27.2km,12,6.92,7,4.04,58%,0,2,1.15,67%,2,0,0,3,1.73,3,-,-,-,-,-,-,-,-,3,0,-,0,,39,3,15.692
- - -,Wnt,Jonny,D/WB (RL),Wolves,,England (Premier Division),-,"£75,000 p/w",30/6/2025,ESP,,-,"5'9""",70 kg,Right,29,Balanced,Scouting Required,£33M - £42M,2,129,0,0,-,0.17,0.17,0.17,0.085,,,,2,0,0.5,7.25,2,2,129,64.5,5.75,0,-,2,0,0%,1.4,0,0,0,-,0,0.17,0,-,0,-,0,-,100,69.77,94,65.58,94%,8,1,12%,1,0.7,3,18.1km,13,9.07,3,2.09,23%,0,1,0.7,100%,5,0,1,4,2.79,3,-,-,-,-,-,-,-,-,1,0,-,0,,64.5,1,12.628
- - -,,Unai López,"DM, M/AM (C)",Torino,,Italy (Serie A),-,"£17,250 p/w",30/6/2026,ESP,BAS,-,"5'7""",66 kg,Right,28,Balanced,Scouting Required,£4.7M - £7.2M,0 (2),40,0,1,-,,,,,,,,0,,,,0 (2),-,40,20,7.05,0,-,0,-,-,-,-,0,0,-,0,0,1,-,1,-,2,-,44,-,40,-,91%,0,0,0%,0,-,0,6.4km,1,-,1,-,100%,0,-,-,-,0,0,0,0,-,0,-,-,-,-,-,-,-,-,0,0,-,0,2,,,14.4
- - -,,Carlos Clerc,D/WB (L),Levante,,Spain (First Division),-,"£18,000 p/w",30/6/2024,ESP,,-,"6'0""",69 kg,Left,31,Balanced,Scouting Required,£190K - £1.9M,9 (1),686,0,0,-,,,,,,,,5,0.111,2,11.47,9 (1),9,686,68.6,6.64,0,-,0,-,-,-,-,0,0,-,2,0,1,0.13,0,-,4,0.52,462,60.61,432,56.68,94%,48,14,29%,3,0.39,8,96.3km,48,6.3,33,4.33,69%,0,16,2.1,89%,13,2,0,15,1.97,30,-,-,-,-,-,-,-,-,18,0,-,0,1,68.6,18,12.634
- - -,,Unai Garcia,D (LC),Atlético Pamplona,,Spain (First Division),-,"£5,500 p/w",30/6/2025,ESP,BAS,-,"6'0""",76 kg,Right,31,Balanced,Scouting Required,£45K - £475K,3 (2),323,0,0,-,0.06,0.06,0.06,0.015,,,,6,0.4,1.25,17.95,3 (2),3,323,64.6,6.72,0,-,1,0,0%,0.28,0,0,0,-,0,0.06,0,-,0,-,0,-,203,56.56,198,55.17,98%,2,0,0%,2,0.56,1,34.7km,41,11.42,33,9.2,80%,0,5,1.39,100%,7,2,0,6,1.67,27,-,-,-,-,-,-,-,-,5,0,-,0,2,64.6,5,9.669
- - -,,Omar Mascarell,"DM, M (C)",Montpellier,,France (Ligue 1 Uber Eats),-,"£17,000 p/w",30/6/2026,EQG,ESP,-,"5'11""",76 kg,Right,30,Fairly Determined,Scouting Required,£4.5M - £7M,10,859,0,0,-,0.56,0.56,0.56,0.059,,,0,-2,0,1,5.43,10,10,859,85.9,6.91,0,-,7,1,14%,0.73,0.1,0,0,-,0,0.56,3,0.31,0,-,6,0.63,656,68.73,585,61.29,89%,4,0,0%,1,0.1,14,122.3km,37,3.88,21,2.2,57%,0,10,1.05,91%,12,0,1,9,0.94,16,-,-,-,-,-,-,-,-,11,0,-,0,,85.9,11,12.814
- - -,Lst,Adrián Embarba,M/AM (RL),Espanyol,,Spain (First Division),£1.6M,"£16,000 p/w",30/6/2024,ESP,,-,"5'8""",64 kg,Right,31,Balanced,Scouting Required,£1.6M,1 (3),133,0,0,-,0.45,0.45,0.45,0.225,,,,1,0,0.5,4.2,1 (3),1,133,33.25,6.6,0,-,7,1,14%,4.74,0.68,0,0,-,1,0.45,2,1.35,0,-,1,0.68,63,42.63,50,33.83,79%,7,0,0%,3,2.03,1,18.1km,7,4.74,4,2.71,57%,0,1,0.68,100%,2,0,0,1,0.68,1,-,-,-,-,-,-,-,-,1,0,-,0,3,33.25,1,12.248
- - -,,Jairo,"D/M (L), AM (RL)",Girona,,Spain (First Division),-,"£6,250 p/w",30/6/2026,ESP,,-,"5'5""",64 kg,Left Only,30,Balanced,Scouting Required,£230K - £2.3M,0 (3),26,0,0,-,,,,,,,,1,,,,0 (3),-,26,8.67,-,0,-,0,-,-,-,-,0,0,-,0,0,0,-,0,-,1,-,21,-,20,-,95%,1,0,0%,0,-,0,4.8km,3,-,2,-,67%,0,-,-,-,1,0,0,1,-,0,-,-,-,-,-,-,-,-,0,0,-,0,3,,,16.615
- - -,,Rubén García,"M (R), AM (RLC)",Atlético Pamplona,,Spain (First Division),-,"£19,500 p/w",30/6/2025,ESP,,-,"5'7""",72 kg,Left,30,Fairly Determined,Scouting Required,£6.2M - £9.8M,10,791,1,3,-,0.29,1.29,0.29,0.147,0.081,1.55,0.136,-5,0,1.333,4.83,10,10,791,79.1,6.89,1,0.11,16,4,25%,1.82,0.46,0,0,-,2,1.29,4,0.46,3,0.34,22,2.5,459,52.23,387,44.03,84%,28,8,28%,7,0.8,13,117.9km,42,4.78,18,2.05,43%,0,12,1.37,71%,8,0,0,8,0.91,8,-,-,-,-,-,-,-,-,17,0,-,1,,79.1,17,13.415
- - -,,Fali,"D (C), DM",Bordeaux,,France (Ligue 1 Uber Eats),-,"£13,750 p/w",30/6/2026,ESP,,-,"6'1""",84 kg,Right,30,Driven,Scouting Required,£110K - £7.8M,8,646,0,0,-,0.67,0.67,0.67,0.093,,,,9,0.375,0.75,21.57,8,8,646,80.75,6.97,0,-,6,1,17%,0.84,0.14,0,0,-,2,0.67,1,0.14,0,-,0,-,379,52.8,350,48.76,92%,0,0,0%,1,0.14,3,79.6km,93,12.96,76,10.59,82%,0,6,0.84,75%,12,3,0,20,2.79,68,-,-,-,-,-,-,-,-,8,0,-,0,,80.75,8,11.09
- - -,,David López,"D (C), DM, M (C)",Espanyol,,Spain (First Division),-,"£40,000 p/w",30/6/2024,ESP,,-,"6'0""",80 kg,Right,34,Balanced,Scouting Required,£180K - £1.8M,3 (3),293,0,1,-,0.09,0.09,0.09,0.023,,,,4,0.5,0.5,16.96,3 (3),3,293,48.83,6.62,0,-,1,0,0%,0.31,0,0,0,-,0,0.09,0,-,1,0.31,1,0.31,170,52.22,162,49.76,95%,1,0,0%,0,-,2,37.9km,40,12.29,29,8.91,73%,0,2,0.61,100%,6,1,1,7,2.15,23,-,-,-,-,-,-,-,-,2,0,-,0,3,48.83,2,11.642
- - -,,Fernando Pacheco,GK,LOSC,,France (Ligue 1 Uber Eats),-,"£37,000 p/w",30/6/2026,ESP,,-,"6'1""",81 kg,Left,31,Balanced,Scouting Required,Not for Sale,9,705,0,0,3,,,,,,,,-3,0,0.125,,9,9,705,158.33,6.9,0,-,0,-,-,-,-,0,0,-,0,0,0,-,0,-,0,-,295,37.66,192,24.51,65%,-,-,-,0,-,3,48.1km,-,-,-,-,-,0,1,0.13,100%,0,0,0,0,-,-,8,1.02,3,0%,5,5,11,-7%,1,0,-,1,,78.33,1,6.14
- - -,,Raúl De Tomás,ST (C),Espanyol,,Spain (First Division),-,"£82,000 p/w",30/6/2027,ESP,DOM,-,"5'11""",72 kg,Right,29,Balanced,Scouting Required,£24M - £29M,12,943,4,0,-,-0.07,3.17,0.17,0.303,0.096,1.58,0,-21,0.222,0.764,5.44,12,12,943,78.58,6.78,4,0.38,33,12,36%,3.15,1.15,1,1,100%,5,3.93,2,0.19,0,-,13,1.24,361,34.45,302,28.82,84%,7,2,28%,15,1.43,35,124.9km,111,10.59,35,3.34,32%,0,8,0.76,89%,14,2,0,7,0.67,14,-,-,-,-,-,-,-,-,9,1,89%,0,,78.58,9,11.92
- - -,Ask,Rubén Blanco,GK,Vigo,,Spain (First Division),-,"£15,000 p/w",30/6/2025,ESP,,-,"6'2""",79 kg,Right,28,Balanced,Scouting Required,£500K - £5.2M,3 (1),277,0,0,2,,,,,,,,-1,,0,,3 (1),3,277,69.25,6.77,0,-,0,-,-,-,-,0,0,-,0,0,0,-,0,-,1,0.32,129,41.91,82,26.64,64%,-,-,-,0,-,1,20.3km,-,-,-,-,-,0,0,0,0%,0,0,0,0,-,-,5,1.62,2,-497%,5,0,5,-6%,1,0,-,0,1,69.25,,6.596
- - -,,Mariano,ST (C),Napoli,,Italy (Serie A),-,"£59,000 p/w",30/6/2026,ESP,DOM,-,"5'11""",77 kg,Right,30,Determined,Scouting Required,£9.6M - £14M,1 (2),122,0,0,-,1.42,1.42,1.42,0.71,0.142,2.11,,2,,,,1 (2),1,122,66,6.8,0,-,10,4,40%,7.38,2.95,0,0,-,3,1.42,0,-,0,-,1,0.74,32,23.61,28,20.66,88%,1,0,0%,0,-,1,17.9km,18,13.28,10,7.38,56%,0,-,-,-,3,0,0,1,0.74,4,-,-,-,-,-,-,-,-,0,0,-,0,2,40.67,,13.205
- - -,Inj,Rubén Yáñez,GK,Getafe,,Spain (First Division),-,"£10,250 p/w",30/6/2025,ESP,,-,"6'2""",82 kg,Right,30,Balanced,Scouting Required,£30K - £300K,0 (1),11,0,0,1,,,,,,,,0,,,,0 (1),-,11,11,-,0,-,0,-,-,-,-,0,0,-,0,0,0,-,0,-,0,-,4,-,1,-,25%,-,-,-,0,-,0,0.3km,-,-,-,-,-,0,-,-,-,0,0,0,0,-,-,0,-,1,0%,0,0,0,0%,0,0,-,0,1,,,2.455
